,avg_reward,avg_wait_time
FCFS,58.32116895914078,0.0007340905826705962
SJF,70.02117502689362,0.0007340905826705962
RR,81.72117084264755,0.0007340905826705962
PRIORITY,-23.578831434249878,0.0007340905826705962
