timestamp,cpu_calls,disk_calls,energy_ok,isolated,total_calls
2026-04-30T09:38:17.035372,8,4,False,0,12
2026-04-30T09:38:18.197345,8,4,False,15,27
2026-04-30T09:38:19.575437,8,4,False,18,30
2026-04-30T09:38:20.846364,8,4,False,18,30
2026-04-30T09:38:22.197202,8,4,False,18,30
2026-04-30T09:38:23.684193,8,4,False,18,30
2026-04-30T09:38:25.376642,8,4,False,19,31
2026-04-30T09:38:26.880539,8,4,False,16,28
2026-04-30T09:38:28.693500,9,4,False,13,26
2026-04-30T09:38:30.601779,9,4,False,13,26
